,text,label
14,"""Those who intend to confront and subvert the government are dependent on foreigners and will be punished according to legal standards,"" the Associated Press cited Iran's judiciary chief, Gholamhossein Mohseni Ejei as saying.",<triplet> the Associated Press <subj> Iran's judiciary chief <obj> Make Public Statement
15,"five people included one man accused of ""corruption on Earth"" for allegedly hitting and killing a police officer with one man accused of ""corruption on Earth"" for allegedly hitting and killing a police officer with his car's car, state news agency Irna said.",<triplet> five people <subj> state news agency Irna <obj> Yield
16,There were reports that officers beat Ms Amini's's head with a baton and banged her head against the side of a vehicle.,<triplet> officers <subj> Ms Amini's's head <obj> Assault
17,Few Russian tycoons have criticised Russia's's invasion of Ukraine in public.,<triplet> Few Russian tycoons <subj> Russia's's invasion <obj> Disapprove
18,"In April, A billionaire Russian banker, Oleg Tinkov castigated Kremlin in even stronger terms, condemning what A billionaire Russian banker, Oleg Tinkov called a regime based on nepotism and servility.",<triplet> A billionaire Russian banker <subj> Kremlin <obj> Disapprove
19,"The reforms Elon Musk is contemplating include changes for how Twitter's verifies accounts, as well as job cuts.",<triplet> The reforms <subj> changes <obj> Yield
20,"technology investor Jason Calacanis who changed his Twitter bio to ""chief meme officer"" took to Twitter's to solicit opinions on a range of topics from advertising to video.",<triplet> technology investor Jason Calacanis <subj> opinions <obj> Appeal
21,"On Monday, Senator Chris Murphy, a Democrat, said that Senator Chris Murphy, a Democrat, had asked the government to review the national security implications of the $44bn (£38.",<triplet> Senator Chris Murphy <subj> the government <obj> Make Public Statement
22,"""the government should be concerned that the Saudis, who have a clear interest in repressing political speech and impacting US politics, are now the second-largest owner of Twitter's,"" Senator Chris Murphy, a Democrat, wrote on Twitter's.",<triplet> Senator Chris Murphy <subj> the government <obj> Make Public Statement
23,"Chief Justice John Roberts asked if, under Harvard's policies, a black applicant would receive ""a tip"" or ""a benefit"" due to a black applicant's stated race.",<triplet> Chief Justice John Roberts <subj> a black applicant <obj> Consult
24,"New York City prosecutors accuse the Trump Organization, which is accused of paying untaxed perks to its executives for 15 years, of running a scheme to pay executives off books and by offering executives untaxed perks.",<triplet> New York City prosecutors <subj> the Trump Organization <obj> Disapprove
25,"a soldier had already been to Liudmyla Mymrykova's house, stealing diesel, then bringing soldiers who had stayed there until Liudmyla Mymrykova persuaded soldiers who had stayed there until she persuaded them to leave to leave.",<triplet> Liudmyla Mymrykova <subj> soldiers <obj> Engage In Diplomatic Cooperation<triplet> she <subj> them <obj> Engage In Diplomatic Cooperation
26,"a soldier did not leave, Liudmyla Mymrykova says, until 05:20 the next morning, telling Liudmyla Mymrykova that if Liudmyla Mymrykova reported what had happened to Russia's, a soldier would come back to kill Liudmyla Mymrykova.",<triplet> a soldier <subj> Liudmyla Mymrykova <obj> Intend
27,"In the kitchen of Liudmyla Mymrykova's borrowed house, sitting next to her daughter Olha, Liudmyla Mymrykova explained why Liudmyla Mymrykova wanted to talk about Liudmyla Mymrykova's ordeal.",<triplet> Liudmyla Mymrykova <subj> Liudmyla Mymrykova's ordeal <obj> Consult
28,"""</Text></Article><Article url=""https://www.bbc.co.uk/news/world-asia-63467068?at_medium=RSS&amp;at_campaign=KARANGA"" paper=""bbc""><Text> Seoul's funeral homes are now filled with the bodies of young people and young people's heartbroken parents.","<triplet> paper=""bbc""> <subj> Seoul's funeral homes <obj> the bodies"
29,And the family want justice.,<triplet> the family <subj> justice <obj> Appeal
30,"Korean actor Lee Jihan's agency 935 Entertainment confirmed Korean actor Lee Jihan's death in a statement on Sunday, paying tribute to the ""lovely and warm friend to everyone"" who was a ""bright and pure person who always greeted everyone with a smile"".",<triplet> who <subj> everyone <obj> Engage In Diplomatic Cooperation
31,"Madina Sherniyazova, from the city of Aktobe in Kazakhstan's mother told Kazakh media Her mother contacted Her mother's sister by video link shortly before Saturday's tragic Halloween crush in a popular nightlife district of the South Korean capital, Seoul, saying Madina Sherniyazova, from the city of Aktobe in Kazakhstan was with friends and in a festive mood.",<triplet> Saturday's tragic Halloween <subj> a popular nightlife district <obj> Fight
32,"View original post on Facebook The authorities are trying to bring Natnicha Makaew, from Petchabun province in central Thailand's body home for a religious funeral.",<triplet> View original post <subj> The authorities <obj> Consult
33,"numerous factors include poor drainage systems in many residential areas, with the channels often clogged with waste.",<triplet> numerous factors <subj> poor drainage systems <obj> Yield
34,This is due to the stand-off that often occurs when grazing herders encroach onto farmlands as grazing herders travel south for grazing in the Middle Belt zone that straddles Nigeria's's semi-arid north and humid south.,<triplet> grazing herders <subj> grazing <obj> Consult
35,"In the years after slavery was outlawed, laws were passed that specifically aimed to suppress black communities and force black communities into prisons where black communities would be required to work.",<triplet> that <subj> black communities <obj> Coerce
36,"Very few major opponents have come forward against the efforts by states to remove slavery language, but the movement has encountered some resistance from critics who say it would be too expensive to pay prisoners proper wages, that prisoners do not deserve the same compensation - or that the changes could disadvantage inmates.",<triplet> Very few major opponents <subj> the efforts <obj> Intend
37,"""Oregon Sheriffs do not condone or support slavery and/or involuntary servitude in any form,"" The Oregon State Sheriffs' Association says in a pamphlet to voters, adding that the passage of the measure ""will result in the elimination of all ""reformative programs"", which include low-paid tasks like working in the library, kitchen and laundry and increased costs to local jail operations"".",<triplet> slavery <subj> any form <obj> Disapprove
38,Use this form to ask your question:  If you are reading this page and can't see the form you will need to visit the mobile version of the BBC website to submit your question or send your question via email to YourQuestions@bbc.,<triplet> you <subj> the mobile version <obj> Consult
39,"To reduce dependence on imports, the federal government last year had launched the Palm Oil Mission, with a budget of 110bn rupees to increase the land under cultivation across 17 states.",<triplet> the land <subj> cultivation <obj> Provide Aid
40,"""In terms of productivity, more oil can be extracted from palm oil compared to other oil seeds,"" says trade analyst Narasimha Murthy.",<triplet> trade analyst Narasimha Murthy <subj> terms <obj> Coerce
41,"One is: These viruses are now so transmissible that These viruses are circulating in the community, even in populations like that of the United Kingdom, with very high rates of immunity over 90 percent, from natural infection, from vaccination or both.",<triplet> These viruses <subj> the community <obj> Make Public Statement
42,"In addition to information about this ""swamp of sexual dysfunction,"" it also contains instructions for husbands.",<triplet> it <subj> instructions <obj> Coerce
43,"Officials there claim that, with the help of the Hamburg Islamic Center (IZH) located at a prime address on Alster Lake, Iran’s is seeking to ""bind Shiites of different nationalities to Iran’s and to spread the basic social, political and religious values of the Iranian state in Europe. ""","<triplet> the basic social, political and religious values <subj> Europe <obj> Make Public Statement"
44,"In Tehran, young women are tearing off young women's hijabs on the street and cutting off young women's hair in protest.",<triplet> young women <subj> young women's hijabs <obj> Assault
45,The most astounding element of a revolt that has pushed the Islamist regime against the wall to a degree not seen since the mullahs took power in 1979 is how quickly a revolt that has pushed the Islamist regime against the wall to a degree not seen since the mullahs took power in 1979 spread to the rest of the population.,<triplet> how quickly a revolt <subj> the rest <obj> Make Public Statement
46,"the security forces also benefit from the system the way the system is: the security forces's power and wealth hinge on the survival of the system, so anything that threatens the system is also a threat to the security apparatus.",<triplet> that <subj> the system <obj> Threaten
47,"In early November, Olaf Scholz will be traveling to Beijing for the first time as German chancellor, and despite the ongoing debate about the German economy’s unsustainable dependence on China, Olaf Scholz will likely bring along a significant delegation of German executives.",<triplet> Olaf Scholz <subj> a significant delegation <obj> Consult
48,"Such pronouncements, of course, serve a clear propagandistic purpose.",<triplet> Such pronouncements <subj> a clear propagandistic purpose <obj> Engage In Material Cooperation
49,"""The lesson an aspiring young politician seems to have learned from the Cultural Revolution is not that you have to limit the Communist Party,"" says Joseph Torigian, who teaches at the American University in Washington and has written a biography of Xi’s father, ""but that you have to This approach a situation from getting out of control. """,<triplet> The lesson <subj> an aspiring young politician <obj> Consult
50,"Just a few months after an aspiring young politician took office, Chinese journalist Gao Yu leaked Document Number Nine, for which Chinese journalist Gao Yu was sentenced to five years in prison.",<triplet> which <subj> Chinese journalist Gao Yu <obj> Coerce
51,"Document Number Nine, for which she was sentenced to five years in prison was essentially an aspiring young politician roadmap.",<triplet> which <subj> she <obj> Coerce
52,an aspiring young politician propagates a rejuvenated country that is finally leaving China's disastrous recent history behind.,<triplet> an aspiring young politician <subj> a rejuvenated country <obj> Make Public Statement
53,But an aspiring young politician quiver also includes less belligerent methods for projecting power.,<triplet> an aspiring young politician quiver <subj> less belligerent methods <obj> Yield
54,"For an aspiring young politician, Putin’s campaign had two significant advantages: Putin’s campaign increased an aspiring young politician's popularity in China, with people no longer having to bring along a bottle of perfume or whiskey every time people interacted with public officials.",<triplet> people <subj> a bottle <obj> Consult<triplet> people <subj> public officials <obj> Consult
55,"Will Meloni, Salvini and Silvio Berlusconi assemble a relatively normal conservative government, or is Italy’s moving to the right-wing fringe?Conte: If his adversary Giorgia Meloni implements conservative policies, we will respond with a normal, resolute opposition strategy.",<triplet> Will Meloni <subj> a relatively normal conservative government <obj> Consult
56,"Only later do we learn the name of A young woman, almost still a child really: A young woman, almost still a child really.",<triplet> we <subj> the name <obj> Consult
57,"The demonstrations in Iran have now spread across the country’s and include common laborers and salaried workers, the poor and the better-off – different than previous waves of protest.",<triplet> The demonstrations <subj> the country <obj> Make Public Statement
58,"the United States , meanwhile, which has long been allied with the Sunni-led Saudi Arabia, has grown increasingly concerned about the growing foreign policy self-confidence coming from Riyadh.",<triplet> which <subj> the Sunni-led Saudi Arabia <obj> Engage In Diplomatic Cooperation
59,"The motto of a demonstration in Berlin was ""Our Country First,"" and the radical right-wing Alternative for Germany (AfD) party spent over 100,000 euros on a demonstration in Berlin, including the chartering of buses to bring supporters to Berlin.","<triplet> the radical right-wing Alternative <subj> over 100,000 euros <obj> Consult"
60,the radical right-wing Alternative for Germany (AfD) party's arbitration board now also includes close Björn Höcke allies – who in the future will have a voice in determining whether the radical right-wing Alternative for Germany (AfD) party members will be excluded for extremist actions or statements.,<triplet> the radical right-wing Alternative <subj> close Björn Höcke allies <obj> Yield
61,"Once we arrive at the parking lot, Björn Höcke takes off Björn Höcke's jacket and starts walking, Björn Höcke's two bodyguards, appointed by the Thuringia State Criminal Investigation Office, trotting behind Björn Höcke.",<triplet> we <subj> the parking lot <obj> Intend
62,"Furthermore, the name Wolfgang Höcke was attached to a call for solidarity with Martin Hohmann, when Martin Hohmann was thrown out of the center-right Christian Democrats (CDU) for suspected anti-Semitism in 2004.",<triplet> the name <subj> a call <obj> Engage In Material Cooperation
63,his opponent Hans Niemann understood that his opponent Hans Niemann had to learn some really difficult endgames.,<triplet> his opponent <subj> some really difficult endgames <obj> Consult
64,"After a time, mercury is added, the chemical that separates the gold from the unwanted residue, ultimately yielding porous yellow nuggets that are some of the best in the world.",<triplet> a time <subj> mercury <obj> Engage In Material Cooperation
65,Artillery fired had torn several holes into the road leading into Vyshneva.,<triplet> several holes <subj> the road <obj> Assault
66,"On that same evening, a side-street was the attack on with cluster munitions, with one resident succumbing to stomach wounds sustained in the attack.",<triplet> one resident <subj> stomach wounds <obj> Yield
67,"Those who continue to receive goods from Ukraine, Vyshneva were told, would end ""with a sack over your heads. """,<triplet> who <subj> goods <obj> Consult
68,"If this went hand in hand with the provision of significantly more targeting information by U. S.  intelligence agencies, the scenario goes, Ukraine could inflict even more painful casualties on the Germans than Ukraine have so far.",<triplet> Ukraine <subj> even more painful casualties <obj> Coerce
69,No Direct Line Between Washington-based and Moscow important reason the war didn't turn into a hot war was that the U. S.  government’s  and the Soviet Union threatened each other with nuclear apocalypse.,<triplet> the Soviet Union <subj> nuclear apocalypse <obj> Threaten
70,"There was no German tourism in London in 1941 either, so Mr.  Kasparov proposed welcoming only those Russians who sign a declaration with three principles: This war is criminal; the Russian President Vladimir Putin regime is illegitimate; and Ukraine is indivisible.",<triplet> who <subj> a declaration <obj> Engage In Diplomatic Cooperation
71,"For the Ukrainians, it is important to see that only those Russians are allowed to travel to the West who distance themselves from Russian President Vladimir Putin.",<triplet> only those Russians <subj> the West <obj> Consult
72,"And those who sign a declaration with three principles: The war is criminal; the Putin regime is illegitimate; and Ukraine is indivisible would be, according to Russian President Vladimir Putin's laws, punishable on three counts.",<triplet> who <subj> a declaration <obj> Engage In Diplomatic Cooperation
73,"One Russian reportedly set One Russian on fire in protest in the city of Ryazan, and a reservist shot and seriously wounded the head of a draft office in the Irkutsk region.",<triplet> One Russian <subj> One Russian <obj> Assault
74,But if only 100 men who read Pavel Filatyev's book say: 'only 100 men who read my book don't want to be a part of this crap' – then Pavel Filatyev have already achieved something.,<triplet> Pavel Filatyev <subj> something <obj> Appeal
75,Maksym Sintchenko believes The Russians may have been anticipating a robust Ukrainian advance in the region as well.,<triplet> Maksym Sintchenko <subj> The Russians <obj> Make Public Statement
76,"DER SPIEGEL: Romano Prodi, did Giorgia Meloni’s election victory come as a surprise to Romano Prodi: No.",<triplet> Giorgia Meloni’s election victory <subj> a surprise <obj> Intend
77,What can be learned from that when it comes to dealing with right-wing populists today?Prodi: You have to assemble a coalition if you want to defeat the right.,<triplet> What <subj> that <obj> Consult<triplet> You <subj> a coalition <obj> Consult
78,You must agree on a small number of fundamentals and then stick together.,<triplet> You <subj> a small number <obj> Intend
79,"note: the head of the left-wing liberal party Azione) had actually agreed to form an alliance, but an alliance only survived for just a few hours.",<triplet> the head <subj> an alliance <obj> Engage In Diplomatic Cooperation
80,But that’s how it is in politics sometimes: You clash more intensely with your friends than with your adversaries.,<triplet> You <subj> your friends <obj> Fight
81,Further European integration has receded into the distance for now.,<triplet> Further European integration <subj> the distance <obj> Yield
82,"In August 2021, Algiers cut diplomatic ties with Rabat alleging ""hostile acts"".",<triplet> Algiers <subj> diplomatic ties <obj> Reduce Relations
83,"""The paradox of the last Arab League summit in 2019 is that the last Arab League summit in 2019's being billed as a unifying event, whereas each Arab state actually has each Arab state's own agenda and goals fitting each Arab state's interests,"" Geneva-based expert Hasni Abidi said.",<triplet> the last Arab League summit <subj> a unifying event <obj> Coerce
84,"Yoon Hee Keun, commissioner general of the Korean National Police Agency said an initial investigation has found that there were many urgent calls by citizens notifying authorities about the potential danger of a crowd gathering in Seoul’s Itaewon district, a popular nightlife neighborhood, but officers who had received many urgent calls by citizens notifying authorities about the potential danger of a crowd gathering in Itaewon didn’t respond to many urgent calls by citizens notifying authorities about the potential danger of a crowd gathering in Itaewon in a satisfactory manner.",<triplet> authorities <subj> the potential danger <obj> Consult
85,"Yoon Hee Keun, commissioner general of the Korean National Police Agency said police have subsequently launched an intense internal probe to look deeper into officers who had received those calls's handling of many urgent calls by citizens notifying authorities about the potential danger of a crowd gathering in Itaewon and other issues like officers who had received those calls's on-the-spot response to the crowd surge in Seoul’s Itaewon district, a popular nightlife neighborhood at Saturday night.",<triplet> authorities <subj> the potential danger <obj> Consult
86,"The dead included some 26 foreign nationals from Iran, China, Russia, the United States, Japan and elsewhere.",<triplet> The dead <subj> some 26 foreign nationals <obj> Yield
87,"Ahead of the meeting, Armenian Prime Minister Nikol Pashinyan said the Russian president's priorities included Azerbaijani withdrawal from the areas in Karabakh controlled by Russian peacekeepers and the liberation of Armenian POWs.",<triplet> Armenian Prime Minister Nikol Pashinyan <subj> the Russian president's priorities <obj> Yield
88,"A six-week war in autumn 2020, which claimed the lives of more than 6,500 troops on both sides, ended with a Russian-brokered deal that saw the Russian president cede swathes of territory that the Russian president had controlled for several decades.",<triplet> that <subj> the Russian president <obj> Yield
89,"""For this reason, Paul Pogba will not be able to join Juventus' squad before the World Cup break nor the French National Team in Qatar. """,<triplet> Juventus' squad <subj> the World Cup break <obj> Consult
90,"Paul Pogba's absence from Juventus' squad adds to that of midfield partner N'Golo Kante, who has been ruled out for four months following surgery on a hamstring injury.",<triplet> Paul Pogba's absence <subj> that <obj> Engage In Material Cooperation
91,"Mathias Pogba, 32, was charged last month along with four other people, all close to the World Cup winner who filed a complaint with Turin prosecutors in July which said Paul Pogba was being blackmailed for 13 million euros ($12.",<triplet> which <subj> Paul Pogba <obj> Coerce
92,"the death toll included around 50 children, the youngest being a two-year-old boy.",<triplet> the death toll <subj> around 50 children <obj> Yield
93,"Released on Thursday, The 19-year-old activist's ""The Climate Book"" includes about 100 contributions from various experts, including economist Thomas Piketty, WHO chief Tedros Adhanom Ghebreyesus and the writer Naomi Klein.","<triplet> The 19-year-old activist's ""The Climate Book <subj> about 100 contributions <obj> Yield"
94,"Again and again on Sunday, The 19-year-old activist called for more people to get involved in climate activism, saying the time had come for ""drastic changes"" to the status quo.","<triplet> the time <subj> ""drastic changes <obj> Intend"
95,No country is threatening Moscow or President [of Moscow Vladimir] Putin.,<triplet> No country <subj> Moscow <obj> Threaten
96,"The United Nations is fully committed and will spare no efforts to continuing to work with all the parties to the grain deal to ensure that The United Nations reach this goal,"" Grynspan added.",<triplet> The United Nations <subj> this goal <obj> Intend
97,"""today, of course, we will need to talk about the current situation, and to look for solutions for issues that have not yet been resolved,"" Russian President Vladimir Putin said.",<triplet> we <subj> the current situation <obj> Consult
98,"San Francisco District Attorney Brooke Jenkins implored the public to ""watch the words that we say and to turn down the volume of our political rhetoric. """,<triplet> San Francisco District Attorney Brooke Jenkins <subj> the public <obj> Make Public Statement
99,"Meanwhile, 12 ships with grain left Ukrainian ports on early Monday despite a Russian threat to reimpose a blockade that threatened hunger across the world, Ukraine's's Ministry of Infrastructure said.",<triplet> that <subj> hunger <obj> Threaten
100,(Russian Defense Ministry Press Service via The Associated Press)Loud explosions were heard across Kyiv as residents prepared to go to work.,<triplet> residents <subj> work <obj> Intend
101,"The emergency services sent out text messages warning about the threat of a missile attack, and air raid sirens wailed for three hours.",<triplet> air raid sirens <subj> three hours <obj> Disapprove
102,Flight cancellationsThe stormy weather in a large swath of the Philippines hindered transportation as millions of Filipinos planned to travel over a long weekend for visits to relatives' tombs and for family reunions on All Saints' Day in the Philippines.,<triplet> millions <subj> a long weekend <obj> Consult
103,"But the candidates generally want four things: To restrict mail-in voting, which became more popular with Democrats during the pandemic; to limit the days mail-in ballots can be counted; to ramp up vote audits and investigations; and to give partisan politicians more power over the process.",<triplet> the candidates <subj> four things <obj> Appeal<triplet> more power <subj> partisan politicians <obj> Yield
104,Yet it's unclear how many Americans care: Tom Ivacko at the University of Michigan noted polls indicating that 70 per cent view democracy as under threat – but only 7 per cent see democracy as a top election issue.,<triplet> Tom Ivacko <subj> polls <obj> Make Public Statement
105,Kathleen Hale said Kathleen Hale's fears are mitigated by memories of local elections officials Kathleen Hale's met in Kathleen Hale's work as a researcher and author at Auburn University.,<triplet> Kathleen Hale <subj> Kathleen Hale's fears <obj> Engage In Material Cooperation
106,"the Halloween crush over the weekend that killed more than 150 people in the capital and plunged the country into a week of mourning is the country's deadliest since a 2014 ferry sinking that killed 304 people, mainly high school students.",<triplet> the Halloween <subj> the weekend <obj> Fight
107,"Luiz Inacio Lula da Silva wants to bring in centrists and even some leaning to the right who voted for Luiz Inacio Lula da Silva for the first time, and to restore the country's more prosperous past.",<triplet> Luiz Inacio Lula da Silva <subj> centrists <obj> Consult
108,"For months, it appeared Luiz Inacio Lula da Silva was headed for easy victory as Luiz Inacio Lula da Silva kindled nostalgia for Luiz Inacio Lula da Silva's 2003-2010 presidency, when the country's economy was booming and welfare helped tens of millions join the middle class.",<triplet> tens of millions <subj> the middle class <obj> Consult
109,"""If Luiz Inacio Lula da Silva manages to talk to voters who didn't vote for Luiz Inacio Lula da Silva, which incumbent Jair Bolsonaro never tried, and seeks negotiated solutions to the economic, social and political crisis the country have, and links with other nations that were lost, then Luiz Inacio Lula da Silva could reconnect the country to a time in which people could disagree and still get some things done,"" divideCarlos Melo, a political science professor at Insper University in Sao Paulo, said.",<triplet> Luiz Inacio Lula da Silva <subj> voters <obj> Consult
110,"Inspector General Ashok Yadav said police have formed a special investigative team, and that nine people include managers of a newly repaired 143-year-old suspension bridge's operator, Oreva Group, and a newly repaired 143-year-old suspension bridge's staff.",<triplet> nine people <subj> managers <obj> Yield
111,"recent posts on several websites included references to ""satanic pedophilia,"" anti-Semitic tropes and criticism of women, transgender people and censorship by tech companies.",<triplet> recent posts <subj> references <obj> Yield
112,"Acute malnutrition already threatened the lives of thousands of children, even before the gang blockades closed schools and markets.",<triplet> Acute malnutrition <subj> the lives <obj> Threaten
113,"""It is extremely important that we get this right, that we support Haitian people in this difficult moment.",<triplet> we <subj> this right <obj> Engage In Diplomatic Cooperation
114,"Given that fact-finding missions often find the facts that those who send fact-finding missions wish to hear, it seems likely that Canada's team on the ground in Haiti will report back that it's best to leave the actual fighting to Haitians — with Canadians strictly in a supporting role.",<triplet> who <subj> fact-finding missions <obj> Provide Aid
115,"What began as protests over the death of Amini have snowballed into a grassroots movement calling for outright regime change, with protesters decrying corruption, unemployment and a sclerotic religious establishment who rule Iran's.",<triplet> protesters <subj> corruption <obj> Disapprove
116,"While some have opined that Iran's protest movement's momentum will be hurt because Iran's protest movement is leaderless, Toomaj Salehi said there is purpose for this.",<triplet> some <subj> Iran's protest movement's momentum <obj> Fight
117,"""There is no one so grand for us all to idolize … Not everyone would unite behind one person right now. """,<triplet> Not everyone <subj> one person <obj> Consult
118,"Efforts are being made to criminalize this issue,"" Zarepour said of VPN's popular with young activists.",<triplet> this issue <subj> Efforts <obj> Coerce
119,"""WATCH | a central fascist monument, the Monument to Victory's 'ring of fire' a reminder of Italy's's past and present: a central fascist monument, the Monument to Victory's 'ring of fire' a reminder of Italy's's past and present29 days agoDuration 0:34An LED ring around the column of a central fascist monument, the Monument to Victory reminds viewers that Bolzano, Italy's, was under both fascist and Nazi rule, and marks the difference between the totalitarian past of a central fascist monument, the Monument to Victory's construction and the small alpine city of Bolzano.",<triplet> a reminder <subj> a central fascist monument <obj> Make Public Statement
120,TD Bank's economists had estimated growth of 2.,<triplet> TD Bank's economists <subj> growth <obj> Make Public Statement
121,"""It's clear that over a period of time, one-party states ultimately tend to hit a wall,"" John Gruetzner, co-founder of Asia-focused business advisory firm Intercedent and a fellow with the Canadian Global Affairs Institute said.",<triplet> one-party states <subj> a period <obj> Assault
122,South Korean President Yoon Suk Yeol declared a national mourning period on Sunday and ordered flags at government buildings and public offices to fly at half-staff.,<triplet> flags <subj> half-staff <obj> Intend
123,A veteran homicide detective on call there on a Sunday afternoon contemplates a question about officer morale.,<triplet> A veteran homicide detective <subj> a question <obj> Consult
124,"With no probable cause to stop anyone, Her partner kept walking.",<triplet> no probable cause <subj> anyone <obj> Reduce Relations
125,"Speaking to journalists, President Jair Bolsonaro (PL) belittled the series of voter intention polls that show President Jair Bolsonaro (PL) in second place in the race for the presidency, behind Luiz Inácio Lula da Silva (PT).",<triplet> President Jair Bolsonaro <subj> the series <obj> Disapprove
126,"""The detention center where the Brazilian citizen Kesley Vial, who died four months after his detention by immigration agents in the US, was being held is critically understaffed, and that has prevented The detention center where the Brazilian citizen Kesley Vial, who died four months after his detention by immigration agents in the US, was being held from meeting contractual requirements that ensure detainees reside in a safe, secure, and humane environment,"" a 19-page alert calling for the removal of all detainees from the TCDF states.",<triplet> that <subj> detainees <obj> Fight
127,"The family of a 21-year-old Brazilian man, however, only learned the fact five months after a 21-year-old Brazilian man's death, thanks to the information provided by the father of one of the young people who took part in the crossing with a 21-year-old Brazilian man.",<triplet> The family <subj> the fact <obj> Consult
128,"REUTERS/Bernadett Szabo/File Photo ORG XMIT: FW1             - REUTERS According to an internal travel report obtained by Folha, at the beginning of the conversation, the minister of Foreign Affairs and Trade of Hungary stated that Hungarian Chancellor Péter Szijjártó had requested a meeting with the Minister of Women, Family and Human Rights, Cristiane Britto because, in the first place, the two countries share the same vision of the family.",<triplet> the minister <subj> the beginning <obj> Make Public Statement
129,"Vice-President Hamilton Mourão sent a text message to Vice-President-elect Geraldo Alckmin saying Vice-President Hamilton Mourão’s ready to help in the transition of government in what concerns the vice presidency, O Globo newspaper reported.",<triplet> what <subj> the vice presidency <obj> Make Public Statement
130,"Read more. . . Colombia resumes talks with powerful ELN guerrilla group During the campaign, President Alberto Fernández repeatedly criticised Argentina, pointing in particular to Argentina's high inflation rate, while generally disparaging ""leftist"" governments in the region.","<triplet> President Alberto Fernández <subj> Argentina <obj> Disapprove<triplet> ""leftist"" governments <subj> the region <obj> Disapprove"
